industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q02,Democratic/Liberal,743646,11000,754646,03/20/2023,2022
E01,Oil & Gas,87492,269700,357192,03/20/2023,2022
H01,Health Professionals,202551,52000,254551,03/20/2023,2022
F07,Securities & Investment,177611,22000,199611,03/20/2023,2022
W06,Retired,168949,0,168949,03/20/2023,2022
K01,Lawyers/Law Firms,124153,44750,168903,03/20/2023,2022
A01,Crop Production & Basic Processing,31350,106500,137850,03/20/2023,2022
K02,Lobbyists,121679,1000,122679,03/20/2023,2022
F10,Real Estate,83125,30800,113925,03/20/2023,2022
Q03,Leadership PACs,15000,88600,103600,03/20/2023,2022
