industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,248111,0,248111,03/20/2023,2022
N07,Casinos/Gambling,115594,1000,116594,03/20/2023,2022
F07,Securities & Investment,101302,10000,111302,03/20/2023,2022
K01,Lawyers/Law Firms,72200,25000,97200,03/20/2023,2022
F10,Real Estate,49951,31500,81451,03/20/2023,2022
K02,Lobbyists,68629,500,69129,03/20/2023,2022
H01,Health Professionals,41733,25500,67233,03/20/2023,2022
W04,Education,54178,0,54178,03/20/2023,2022
Q05,Pro-Israel,39600,10900,50500,03/20/2023,2022
N05,Business Services,47983,1000,48983,03/20/2023,2022
