industry_code,industry_name,indivs,pacs,total,last_updated,cycle
E01,Oil & Gas,46070,128000,174070,03/20/2023,2022
F09,Insurance,14325,80500,94825,03/20/2023,2022
N01,Food & Beverage,52930,36000,88930,03/20/2023,2022
F10,Real Estate,28050,51000,79050,03/20/2023,2022
W06,Retired,78334,0,78334,03/20/2023,2022
K02,Lobbyists,67559,1000,68559,03/20/2023,2022
F07,Securities & Investment,32275,34750,67025,03/20/2023,2022
H01,Health Professionals,29224,37500,66724,03/20/2023,2022
M02,Automotive,26700,23000,49700,03/20/2023,2022
N07,Casinos/Gambling,38050,0,38050,03/20/2023,2022
