industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3629907,0,3629907,03/20/2023,2022
K01,Lawyers/Law Firms,1976580,143950,2120530,03/20/2023,2022
W04,Education,1321913,0,1321913,03/20/2023,2022
H01,Health Professionals,862393,246100,1108493,03/20/2023,2022
F07,Securities & Investment,900183,158500,1058683,03/20/2023,2022
F10,Real Estate,755978,93000,848978,03/20/2023,2022
Q02,Democratic/Liberal,755675,18281,773956,03/20/2023,2022
Q03,Leadership PACs,0,546800,546800,03/20/2023,2022
F09,Insurance,179815,321082,500897,03/20/2023,2022
N05,Business Services,481553,12650,494203,03/20/2023,2022
