industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,371251,0,371251,03/20/2023,2022
Q05,Pro-Israel,201709,35500,237209,03/20/2023,2022
F10,Real Estate,153870,8500,162370,03/20/2023,2022
Q03,Leadership PACs,2900,144001,146901,03/20/2023,2022
F07,Securities & Investment,132192,0,132192,03/20/2023,2022
K01,Lawyers/Law Firms,119463,9500,128963,03/20/2023,2022
Q02,Democratic/Liberal,69237,50050,119287,03/20/2023,2022
H01,Health Professionals,89726,17500,107226,03/20/2023,2022
W02,Non-Profit Institutions,80556,0,80556,03/20/2023,2022
P04,Public Sector Unions,0,60500,60500,03/20/2023,2022
