industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,17741494,0,17741494,03/20/2023,2022
K01,Lawyers/Law Firms,2482116,53900,2536016,03/20/2023,2022
W04,Education,2360340,0,2360340,03/20/2023,2022
F07,Securities & Investment,1857161,7000,1864161,03/20/2023,2022
Q02,Democratic/Liberal,1372322,107891,1480213,03/20/2023,2022
H01,Health Professionals,1361596,34000,1395596,03/20/2023,2022
F10,Real Estate,1208638,48500,1257138,03/20/2023,2022
W03,Civil Servants/Public Officials,896257,0,896257,03/20/2023,2022
N05,Business Services,867601,0,867601,03/20/2023,2022
Q08,Women's Issues,800238,2500,802738,03/20/2023,2022
