industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,157500,0,157500,03/20/2023,2022
F07,Securities & Investment,139020,0,139020,03/20/2023,2022
F10,Real Estate,125770,10000,135770,03/20/2023,2022
K01,Lawyers/Law Firms,83365,18500,101865,03/20/2023,2022
K02,Lobbyists,69100,1000,70100,03/20/2023,2022
N05,Business Services,56540,0,56540,03/20/2023,2022
H01,Health Professionals,40763,10500,51263,03/20/2023,2022
N15,Misc Manufacturing & Distributing,49150,0,49150,03/20/2023,2022
P01,Building Trade Unions,0,48500,48500,03/20/2023,2022
B02,TV/Movies/Music,38575,8250,46825,03/20/2023,2022
