industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,4110,68500,72610,03/20/2023,2022
P04,Public Sector Unions,1350,44000,45350,03/20/2023,2022
Q05,Pro-Israel,26731,11000,37731,03/20/2023,2022
F10,Real Estate,1250,32500,33750,03/20/2023,2022
H04,Pharmaceuticals/Health Products,250,32500,32750,03/20/2023,2022
Q03,Leadership PACs,0,29800,29800,03/20/2023,2022
K02,Lobbyists,27800,1000,28800,03/20/2023,2022
B09,Telecom Services,0,28500,28500,03/20/2023,2022
E08,Electric Utilities,850,27500,28350,03/20/2023,2022
H03,Health Services/HMOs,14250,12500,26750,03/20/2023,2022
