industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,96650,8000,104650,03/20/2023,2022
F07,Securities & Investment,83352,7500,90852,03/20/2023,2022
F10,Real Estate,50400,11500,61900,03/20/2023,2022
Q03,Leadership PACs,0,50000,50000,03/20/2023,2022
P04,Public Sector Unions,0,36500,36500,03/20/2023,2022
K02,Lobbyists,33250,2500,35750,03/20/2023,2022
A09,Food Processing & Sales,34000,500,34500,03/20/2023,2022
P03,Transportation Unions,0,34000,34000,03/20/2023,2022
K01,Lawyers/Law Firms,29940,4000,33940,03/20/2023,2022
Q05,Pro-Israel,21250,12200,33450,03/20/2023,2022
