industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,701640,0,701640,03/20/2023,2022
W04,Education,346173,0,346173,03/20/2023,2022
H01,Health Professionals,170764,0,170764,03/20/2023,2022
B12,Electronics Mfg & Equip,131709,0,131709,03/20/2023,2022
W03,Civil Servants/Public Officials,111965,0,111965,03/20/2023,2022
B02,TV/Movies/Music,104768,0,104768,03/20/2023,2022
K01,Lawyers/Law Firms,84101,0,84101,03/20/2023,2022
N05,Business Services,83696,0,83696,03/20/2023,2022
B13,Internet,81900,0,81900,03/20/2023,2022
W07,Other,63161,0,63161,03/20/2023,2022
