industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3212712,0,3212712,03/20/2023,2022
K01,Lawyers/Law Firms,896441,129100,1025541,03/20/2023,2022
H01,Health Professionals,368391,279500,647891,03/20/2023,2022
H04,Pharmaceuticals/Health Products,199923,403283,603206,03/20/2023,2022
F07,Securities & Investment,499455,86000,585455,03/20/2023,2022
Q02,Democratic/Liberal,510251,42600,552851,03/20/2023,2022
Q08,Women's Issues,506646,39269,545915,03/20/2023,2022
F10,Real Estate,483871,54000,537871,03/20/2023,2022
K02,Lobbyists,512749,11500,524249,03/20/2023,2022
W04,Education,494738,2500,497238,03/20/2023,2022
