industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,191998,0,191998,03/20/2023,2022
W08,For-Profit Education,108250,15000,123250,03/20/2023,2022
Q03,Leadership PACs,0,118200,118200,03/20/2023,2022
F07,Securities & Investment,68772,26000,94772,03/20/2023,2022
N01,Food & Beverage,34734,39500,74234,03/20/2023,2022
N15,Misc Manufacturing & Distributing,53340,12500,65840,03/20/2023,2022
F09,Insurance,7755,50500,58255,03/20/2023,2022
Q01,Republican/Conservative,56122,52,56174,03/20/2023,2022
C05,Building Materials & Equipment,26650,20499,47149,03/20/2023,2022
F10,Real Estate,38425,7000,45425,03/20/2023,2022
