industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q01,Republican/Conservative,269723,8250,277973,03/20/2023,2022
W06,Retired,123048,0,123048,03/20/2023,2022
Q03,Leadership PACs,0,97835,97835,03/20/2023,2022
D03,Misc Defense,17335,59000,76335,03/20/2023,2022
F10,Real Estate,38560,28000,66560,03/20/2023,2022
K02,Lobbyists,60100,5500,65600,03/20/2023,2022
F07,Securities & Investment,61470,500,61970,03/20/2023,2022
H01,Health Professionals,26516,29000,55516,03/20/2023,2022
D01,Defense Aerospace,4618,46000,50618,03/20/2023,2022
N15,Misc Manufacturing & Distributing,45365,2500,47865,03/20/2023,2022
