industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,361001,361001,03/20/2023,2022
K01,Lawyers/Law Firms,227851,29500,257351,03/20/2023,2022
W06,Retired,246124,0,246124,03/20/2023,2022
F10,Real Estate,113808,37500,151308,03/20/2023,2022
F07,Securities & Investment,150625,0,150625,03/20/2023,2022
K02,Lobbyists,143850,2000,145850,03/20/2023,2022
H01,Health Professionals,42958,89500,132458,03/20/2023,2022
P04,Public Sector Unions,4000,75000,79000,03/20/2023,2022
Q05,Pro-Israel,74348,3043,77391,03/20/2023,2022
W04,Education,69097,0,69097,03/20/2023,2022
