industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,315305,192900,508205,03/20/2023,2022
F09,Insurance,17700,287000,304700,03/20/2023,2022
F03,Commercial Banks,67900,177500,245400,03/20/2023,2022
F10,Real Estate,126386,99500,225886,03/20/2023,2022
W06,Retired,208943,0,208943,03/20/2023,2022
F13,Misc Finance,44100,59800,103900,03/20/2023,2022
K01,Lawyers/Law Firms,72520,20500,93020,03/20/2023,2022
K02,Lobbyists,85320,0,85320,03/20/2023,2022
Q10,Misc Issues,75750,0,75750,03/20/2023,2022
F06,Finance/Credit Companies,7800,66500,74300,03/20/2023,2022
