industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,380018,0,380018,03/20/2023,2022
Q01,Republican/Conservative,315163,0,315163,03/20/2023,2022
Q03,Leadership PACs,0,139134,139134,03/20/2023,2022
F10,Real Estate,93021,21500,114521,03/20/2023,2022
F09,Insurance,11375,97000,108375,03/20/2023,2022
Q09,Human Rights,105845,1850,107695,03/20/2023,2022
F07,Securities & Investment,78002,29500,107502,03/20/2023,2022
H01,Health Professionals,51277,16000,67277,03/20/2023,2022
H04,Pharmaceuticals/Health Products,4205,56500,60705,03/20/2023,2022
Q13,Gun Rights,47651,4000,51651,03/20/2023,2022
