industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,123000,123000,03/20/2023,2022
W06,Retired,117814,0,117814,03/20/2023,2022
Q02,Democratic/Liberal,19560,60902,80462,03/20/2023,2022
W04,Education,77288,0,77288,03/20/2023,2022
K01,Lawyers/Law Firms,42826,0,42826,03/20/2023,2022
Q16,Candidate Committees,0,39883,39883,03/20/2023,2022
Q05,Pro-Israel,30250,7944,38194,03/20/2023,2022
W02,Non-Profit Institutions,34902,0,34902,03/20/2023,2022
Q09,Human Rights,15350,19237,34587,03/20/2023,2022
H01,Health Professionals,31766,0,31766,03/20/2023,2022
