industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,14900,269102,284002,03/20/2023,2022
W06,Retired,244620,0,244620,03/20/2023,2022
F07,Securities & Investment,218286,0,218286,03/20/2023,2022
Q02,Democratic/Liberal,86070,46900,132970,03/20/2023,2022
K01,Lawyers/Law Firms,74752,31250,106002,03/20/2023,2022
Q16,Candidate Committees,0,93250,93250,03/20/2023,2022
P04,Public Sector Unions,0,85000,85000,03/20/2023,2022
F10,Real Estate,58270,25000,83270,03/20/2023,2022
P01,Building Trade Unions,1000,71900,72900,03/20/2023,2022
P02,Industrial Unions,1500,59000,60500,03/20/2023,2022
