industry_code,industry_name,indivs,pacs,total,last_updated,cycle
M02,Automotive,52650,33000,85650,03/20/2023,2022
H01,Health Professionals,24850,60500,85350,03/20/2023,2022
Q03,Leadership PACs,0,83610,83610,03/20/2023,2022
W06,Retired,73875,0,73875,03/20/2023,2022
E01,Oil & Gas,11000,39500,50500,03/20/2023,2022
F10,Real Estate,4750,43500,48250,03/20/2023,2022
F09,Insurance,4750,35500,40250,03/20/2023,2022
E08,Electric Utilities,2000,37000,39000,03/20/2023,2022
K01,Lawyers/Law Firms,34700,3000,37700,03/20/2023,2022
F03,Commercial Banks,19600,14000,33600,03/20/2023,2022
