industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,95997,0,95997,03/20/2023,2022
Q02,Democratic/Liberal,77510,5000,82510,03/20/2023,2022
B02,TV/Movies/Music,62662,18000,80662,03/20/2023,2022
K01,Lawyers/Law Firms,51612,21000,72612,03/20/2023,2022
F10,Real Estate,44409,21000,65409,03/20/2023,2022
F07,Securities & Investment,43950,11000,54950,03/20/2023,2022
Q05,Pro-Israel,34700,13400,48100,03/20/2023,2022
H01,Health Professionals,22760,24000,46760,03/20/2023,2022
N15,Misc Manufacturing & Distributing,26200,7500,33700,03/20/2023,2022
P01,Building Trade Unions,0,33500,33500,03/20/2023,2022
