industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,143842,233000,376842,03/20/2023,2022
W06,Retired,267960,0,267960,03/20/2023,2022
F09,Insurance,43260,217000,260260,03/20/2023,2022
F10,Real Estate,145209,100750,245959,03/20/2023,2022
K02,Lobbyists,203400,8778,212178,03/20/2023,2022
F07,Securities & Investment,73950,137500,211450,03/20/2023,2022
H04,Pharmaceuticals/Health Products,10050,167050,177100,03/20/2023,2022
Q10,Misc Issues,134750,26900,161650,03/20/2023,2022
H03,Health Services/HMOs,41000,111500,152500,03/20/2023,2022
E08,Electric Utilities,64300,71000,135300,03/20/2023,2022
