industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,83305,13250,96555,03/20/2023,2022
H01,Health Professionals,10671,79000,89671,03/20/2023,2022
H04,Pharmaceuticals/Health Products,3150,77500,80650,03/20/2023,2022
Q05,Pro-Israel,52900,2100,55000,03/20/2023,2022
F10,Real Estate,30600,19500,50100,03/20/2023,2022
H03,Health Services/HMOs,0,44000,44000,03/20/2023,2022
P01,Building Trade Unions,0,40000,40000,03/20/2023,2022
K02,Lobbyists,38200,1000,39200,03/20/2023,2022
P04,Public Sector Unions,0,39000,39000,03/20/2023,2022
B09,Telecom Services,0,38500,38500,03/20/2023,2022
