industry_code,industry_name,indivs,pacs,total,last_updated,cycle
P04,Public Sector Unions,0,50500,50500,03/20/2023,2022
F10,Real Estate,20083,17500,37583,03/20/2023,2022
P01,Building Trade Unions,0,37500,37500,03/20/2023,2022
P03,Transportation Unions,0,28500,28500,03/20/2023,2022
W06,Retired,25306,0,25306,03/20/2023,2022
K01,Lawyers/Law Firms,8050,14400,22450,03/20/2023,2022
Q05,Pro-Israel,4500,16000,20500,03/20/2023,2022
P02,Industrial Unions,0,18000,18000,03/20/2023,2022
F07,Securities & Investment,13800,3500,17300,03/20/2023,2022
K02,Lobbyists,16150,0,16150,03/20/2023,2022
