industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,444700,444700,03/20/2023,2022
W06,Retired,334395,0,334395,03/20/2023,2022
K02,Lobbyists,262291,5648,267939,03/20/2023,2022
F07,Securities & Investment,222583,23000,245583,03/20/2023,2022
K01,Lawyers/Law Firms,121285,113975,235260,03/20/2023,2022
F09,Insurance,63203,166650,229853,03/20/2023,2022
A07,Agricultural Services/Products,46030,133250,179280,03/20/2023,2022
B09,Telecom Services,78860,98050,176910,03/20/2023,2022
F10,Real Estate,108307,44500,152807,03/20/2023,2022
A01,Crop Production & Basic Processing,66184,83000,149184,03/20/2023,2022
