industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,83496,0,83496,03/20/2023,2022
F10,Real Estate,70362,8000,78362,03/20/2023,2022
Q03,Leadership PACs,0,60500,60500,03/20/2023,2022
N07,Casinos/Gambling,58945,0,58945,03/20/2023,2022
D03,Misc Defense,15882,40600,56482,03/20/2023,2022
A01,Crop Production & Basic Processing,8906,45500,54406,03/20/2023,2022
K01,Lawyers/Law Firms,11600,27000,38600,03/20/2023,2022
K02,Lobbyists,37200,0,37200,03/20/2023,2022
C05,Building Materials & Equipment,14063,17500,31563,03/20/2023,2022
F09,Insurance,7862,22500,30362,03/20/2023,2022
