industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,159970,0,159970,03/20/2023,2022
K02,Lobbyists,74868,0,74868,03/20/2023,2022
K01,Lawyers/Law Firms,54269,19750,74019,03/20/2023,2022
F10,Real Estate,39695,24500,64195,03/20/2023,2022
F09,Insurance,6314,47250,53564,03/20/2023,2022
Q09,Human Rights,33963,19412,53375,03/20/2023,2022
F07,Securities & Investment,32106,19500,51606,03/20/2023,2022
Q02,Democratic/Liberal,25599,24000,49599,03/20/2023,2022
N07,Casinos/Gambling,49400,0,49400,03/20/2023,2022
M01,Air Transport,9074,33000,42074,03/20/2023,2022
