industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,562947,40500,603447,03/20/2023,2022
E01,Oil & Gas,415625,98200,513825,03/20/2023,2022
W06,Retired,484948,0,484948,03/20/2023,2022
Q03,Leadership PACs,0,336000,336000,03/20/2023,2022
F10,Real Estate,205544,9000,214544,03/20/2023,2022
A01,Crop Production & Basic Processing,127329,44500,171829,03/20/2023,2022
Q10,Misc Issues,131850,11050,142900,03/20/2023,2022
F03,Commercial Banks,85949,44938,130887,03/20/2023,2022
E04,Mining,92108,38500,130608,03/20/2023,2022
H01,Health Professionals,74052,52000,126052,03/20/2023,2022
