industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,36192,137100,173292,03/20/2023,2022
H04,Pharmaceuticals/Health Products,7900,152900,160800,03/20/2023,2022
K01,Lawyers/Law Firms,57642,34950,92592,03/20/2023,2022
P01,Building Trade Unions,0,70200,70200,03/20/2023,2022
H03,Health Services/HMOs,1060,54400,55460,03/20/2023,2022
F09,Insurance,17731,35500,53231,03/20/2023,2022
F10,Real Estate,14670,34400,49070,03/20/2023,2022
W06,Retired,48491,0,48491,03/20/2023,2022
P04,Public Sector Unions,0,47100,47100,03/20/2023,2022
F07,Securities & Investment,29050,15500,44550,03/20/2023,2022
