industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,9601569,0,9601569,03/20/2023,2022
K01,Lawyers/Law Firms,2718409,113541,2831950,03/20/2023,2022
W04,Education,1942693,0,1942693,03/20/2023,2022
F07,Securities & Investment,1647987,122000,1769987,03/20/2023,2022
Q08,Women's Issues,1338130,55739,1393869,03/20/2023,2022
H01,Health Professionals,1283659,110000,1393659,03/20/2023,2022
F10,Real Estate,1048773,122500,1171273,03/20/2023,2022
Q02,Democratic/Liberal,826858,128796,955654,03/20/2023,2022
W03,Civil Servants/Public Officials,726486,0,726486,03/20/2023,2022
N05,Business Services,709339,10500,719839,03/20/2023,2022
