industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,82303,39500,121803,03/20/2023,2022
H01,Health Professionals,22370,77000,99370,03/20/2023,2022
Q02,Democratic/Liberal,83212,8500,91712,03/20/2023,2022
W06,Retired,71041,0,71041,03/20/2023,2022
F10,Real Estate,44000,22500,66500,03/20/2023,2022
F09,Insurance,14250,49000,63250,03/20/2023,2022
B02,TV/Movies/Music,26665,26000,52665,03/20/2023,2022
K02,Lobbyists,35103,3000,38103,03/20/2023,2022
B09,Telecom Services,1500,36000,37500,03/20/2023,2022
F07,Securities & Investment,33450,4000,37450,03/20/2023,2022
