industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,16450,194000,210450,03/20/2023,2022
H04,Pharmaceuticals/Health Products,34075,164300,198375,03/20/2023,2022
H03,Health Services/HMOs,101900,56000,157900,03/20/2023,2022
F07,Securities & Investment,128900,10000,138900,03/20/2023,2022
W06,Retired,137012,0,137012,03/20/2023,2022
B12,Electronics Mfg & Equip,64015,50140,114155,03/20/2023,2022
K01,Lawyers/Law Firms,40910,38750,79660,03/20/2023,2022
F10,Real Estate,42125,23500,65625,03/20/2023,2022
B09,Telecom Services,34250,27500,61750,03/20/2023,2022
B13,Internet,24850,22500,47350,03/20/2023,2022
