industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,140435,13750,154185,03/20/2023,2022
W06,Retired,130122,0,130122,03/20/2023,2022
H01,Health Professionals,17140,76000,93140,03/20/2023,2022
Q02,Democratic/Liberal,63860,8675,72535,03/20/2023,2022
Q05,Pro-Israel,54042,4500,58542,03/20/2023,2022
P04,Public Sector Unions,0,49500,49500,03/20/2023,2022
N05,Business Services,47400,0,47400,03/20/2023,2022
P02,Industrial Unions,0,47000,47000,03/20/2023,2022
F07,Securities & Investment,42535,4250,46785,03/20/2023,2022
P05,Misc Unions,175,45000,45175,03/20/2023,2022
