industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,16150,74500,90650,03/20/2023,2022
F10,Real Estate,18995,38500,57495,03/20/2023,2022
Q01,Republican/Conservative,46607,10000,56607,03/20/2023,2022
F07,Securities & Investment,15350,40000,55350,03/20/2023,2022
K02,Lobbyists,51200,1000,52200,03/20/2023,2022
A07,Agricultural Services/Products,17400,29000,46400,03/20/2023,2022
C03,Special Trade Contractors,26025,19500,45525,03/20/2023,2022
H01,Health Professionals,10982,34500,45482,03/20/2023,2022
C01,General Contractors,30650,14500,45150,03/20/2023,2022
Q03,Leadership PACs,0,43400,43400,03/20/2023,2022
