industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,4085327,0,4085327,03/20/2023,2022
F10,Real Estate,1323552,8280,1331832,03/20/2023,2022
F07,Securities & Investment,1182931,11000,1193931,03/20/2023,2022
Q01,Republican/Conservative,985339,52050,1037389,03/20/2023,2022
K01,Lawyers/Law Firms,597958,18700,616658,03/20/2023,2022
H01,Health Professionals,536120,14000,550120,03/20/2023,2022
F09,Insurance,326435,47700,374135,03/20/2023,2022
C01,General Contractors,319612,27000,346612,03/20/2023,2022
N15,Misc Manufacturing & Distributing,279967,4000,283967,03/20/2023,2022
M02,Automotive,238332,42900,281232,03/20/2023,2022
