industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,24548843,0,24548843,03/20/2023,2022
F07,Securities & Investment,1898427,200500,2098927,03/20/2023,2022
F10,Real Estate,1917172,97499,2014671,03/20/2023,2022
H01,Health Professionals,1419021,195300,1614321,03/20/2023,2022
K01,Lawyers/Law Firms,1065698,158750,1224448,03/20/2023,2022
Q01,Republican/Conservative,1127956,65850,1193806,03/20/2023,2022
F09,Insurance,743610,328700,1072310,03/20/2023,2022
N03,Retail Sales,914284,107250,1021534,03/20/2023,2022
H04,Pharmaceuticals/Health Products,506129,326199,832328,03/20/2023,2022
K02,Lobbyists,675444,16600,692044,03/20/2023,2022
