industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,103820,0,103820,03/20/2023,2022
Q03,Leadership PACs,0,52500,52500,03/20/2023,2022
F10,Real Estate,27633,5000,32633,03/20/2023,2022
F03,Commercial Banks,24450,5000,29450,03/20/2023,2022
M02,Automotive,21705,7500,29205,03/20/2023,2022
H01,Health Professionals,16620,9500,26120,03/20/2023,2022
C01,General Contractors,17069,8000,25069,03/20/2023,2022
K01,Lawyers/Law Firms,18090,2500,20590,03/20/2023,2022
Q16,Candidate Committees,0,18900,18900,03/20/2023,2022
N05,Business Services,17750,0,17750,03/20/2023,2022
