industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,529784,0,529784,03/20/2023,2022
K01,Lawyers/Law Firms,236924,20000,256924,03/20/2023,2022
Q02,Democratic/Liberal,156418,63150,219568,03/20/2023,2022
Q03,Leadership PACs,11200,171800,183000,03/20/2023,2022
F10,Real Estate,152877,29500,182377,03/20/2023,2022
F07,Securities & Investment,120489,8500,128989,03/20/2023,2022
P04,Public Sector Unions,300,79000,79300,03/20/2023,2022
N05,Business Services,70582,0,70582,03/20/2023,2022
D03,Misc Defense,31400,30500,61900,03/20/2023,2022
W04,Education,58462,0,58462,03/20/2023,2022
