industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,131166,0,131166,03/20/2023,2022
Q03,Leadership PACs,0,55313,55313,03/20/2023,2022
F10,Real Estate,20663,26000,46663,03/20/2023,2022
Q01,Republican/Conservative,25202,13000,38202,03/20/2023,2022
A01,Crop Production & Basic Processing,6000,24000,30000,03/20/2023,2022
H01,Health Professionals,24650,2000,26650,03/20/2023,2022
F09,Insurance,7762,18000,25762,03/20/2023,2022
F07,Securities & Investment,18360,6000,24360,03/20/2023,2022
F03,Commercial Banks,7082,14000,21082,03/20/2023,2022
M02,Automotive,8530,8500,17030,03/20/2023,2022
