industry_code,industry_name,indivs,pacs,total,last_updated,cycle
E01,Oil & Gas,68696,116000,184696,03/20/2023,2022
F10,Real Estate,109450,65000,174450,03/20/2023,2022
F07,Securities & Investment,67250,46000,113250,03/20/2023,2022
H01,Health Professionals,54350,49000,103350,03/20/2023,2022
W06,Retired,94005,0,94005,03/20/2023,2022
A01,Crop Production & Basic Processing,28950,63500,92450,03/20/2023,2022
H04,Pharmaceuticals/Health Products,8250,76900,85150,03/20/2023,2022
F09,Insurance,23950,58500,82450,03/20/2023,2022
K02,Lobbyists,70775,0,70775,03/20/2023,2022
Q03,Leadership PACs,0,61000,61000,03/20/2023,2022
