industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1601110,0,1601110,03/20/2023,2022
K01,Lawyers/Law Firms,813104,151150,964254,03/20/2023,2022
F07,Securities & Investment,793371,144500,937871,03/20/2023,2022
H01,Health Professionals,399457,262800,662257,03/20/2023,2022
Q08,Women's Issues,611370,31789,643159,03/20/2023,2022
F10,Real Estate,450684,82000,532684,03/20/2023,2022
W04,Education,528036,500,528536,03/20/2023,2022
Q02,Democratic/Liberal,415587,17515,433102,03/20/2023,2022
Q03,Leadership PACs,0,368150,368150,03/20/2023,2022
F09,Insurance,163901,202268,366169,03/20/2023,2022
