industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H04,Pharmaceuticals/Health Products,148340,251200,399540,03/20/2023,2022
Q02,Democratic/Liberal,133355,14000,147355,03/20/2023,2022
F07,Securities & Investment,115100,31000,146100,03/20/2023,2022
K01,Lawyers/Law Firms,86769,29250,116019,03/20/2023,2022
W06,Retired,105373,0,105373,03/20/2023,2022
F10,Real Estate,58025,38500,96525,03/20/2023,2022
H03,Health Services/HMOs,1850,91500,93350,03/20/2023,2022
E08,Electric Utilities,12750,68500,81250,03/20/2023,2022
H01,Health Professionals,21920,50000,71920,03/20/2023,2022
B12,Electronics Mfg & Equip,28550,38370,66920,03/20/2023,2022
