industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,91570,0,91570,03/20/2023,2022
K02,Lobbyists,87350,0,87350,03/20/2023,2022
D02,Defense Electronics,7125,53000,60125,03/20/2023,2022
F07,Securities & Investment,57110,1000,58110,03/20/2023,2022
Q03,Leadership PACs,0,42200,42200,03/20/2023,2022
E01,Oil & Gas,11200,27500,38700,03/20/2023,2022
M01,Air Transport,500,32500,33000,03/20/2023,2022
D03,Misc Defense,6050,25000,31050,03/20/2023,2022
K01,Lawyers/Law Firms,22420,8250,30670,03/20/2023,2022
H03,Health Services/HMOs,3800,25000,28800,03/20/2023,2022
