industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,166950,0,166950,03/20/2023,2022
H01,Health Professionals,48075,69499,117574,03/20/2023,2022
Q03,Leadership PACs,0,71650,71650,03/20/2023,2022
Q01,Republican/Conservative,38609,14750,53359,03/20/2023,2022
N03,Retail Sales,17130,27000,44130,03/20/2023,2022
M02,Automotive,14376,24000,38376,03/20/2023,2022
K01,Lawyers/Law Firms,24640,9500,34140,03/20/2023,2022
K02,Lobbyists,31761,1000,32761,03/20/2023,2022
H02,Hospitals/Nursing Homes,8750,20000,28750,03/20/2023,2022
H04,Pharmaceuticals/Health Products,13450,15000,28450,03/20/2023,2022
