industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3892367,0,3892367,03/20/2023,2022
Q01,Republican/Conservative,2215336,35808,2251144,03/20/2023,2022
F07,Securities & Investment,584154,15000,599154,03/20/2023,2022
H01,Health Professionals,466229,68500,534729,03/20/2023,2022
F10,Real Estate,475223,17000,492223,03/20/2023,2022
Q03,Leadership PACs,0,292550,292550,03/20/2023,2022
Q13,Gun Rights,215728,18950,234678,03/20/2023,2022
E01,Oil & Gas,185331,24000,209331,03/20/2023,2022
K01,Lawyers/Law Firms,190930,12000,202930,03/20/2023,2022
C01,General Contractors,151325,10000,161325,03/20/2023,2022
