industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,7000,79500,86500,03/20/2023,2022
K01,Lawyers/Law Firms,44529,35500,80029,03/20/2023,2022
P01,Building Trade Unions,0,71500,71500,03/20/2023,2022
F10,Real Estate,15150,36000,51150,03/20/2023,2022
H01,Health Professionals,3804,45000,48804,03/20/2023,2022
Q03,Leadership PACs,0,42352,42352,03/20/2023,2022
F07,Securities & Investment,2450,37500,39950,03/20/2023,2022
P04,Public Sector Unions,25,33500,33525,03/20/2023,2022
B09,Telecom Services,19400,11000,30400,03/20/2023,2022
P02,Industrial Unions,0,30000,30000,03/20/2023,2022
