industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,154875,135000,289875,03/20/2023,2022
F09,Insurance,48275,239500,287775,03/20/2023,2022
W06,Retired,185471,0,185471,03/20/2023,2022
K02,Lobbyists,183549,1000,184549,03/20/2023,2022
H01,Health Professionals,48782,125000,173782,03/20/2023,2022
H04,Pharmaceuticals/Health Products,30100,125500,155600,03/20/2023,2022
F10,Real Estate,62500,86000,148500,03/20/2023,2022
E08,Electric Utilities,5800,89000,94800,03/20/2023,2022
Q10,Misc Issues,92500,0,92500,03/20/2023,2022
M02,Automotive,31750,47000,78750,03/20/2023,2022
