industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,64050,35500,99550,03/20/2023,2022
W06,Retired,85826,0,85826,03/20/2023,2022
K01,Lawyers/Law Firms,51750,27900,79650,03/20/2023,2022
H01,Health Professionals,59572,18000,77572,03/20/2023,2022
Q03,Leadership PACs,0,61000,61000,03/20/2023,2022
P04,Public Sector Unions,0,54500,54500,03/20/2023,2022
K02,Lobbyists,46600,0,46600,03/20/2023,2022
M02,Automotive,15600,25000,40600,03/20/2023,2022
H04,Pharmaceuticals/Health Products,502,33000,33502,03/20/2023,2022
C05,Building Materials & Equipment,7500,24000,31500,03/20/2023,2022
