industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,91175,94000,185175,03/20/2023,2022
H01,Health Professionals,52100,124000,176100,03/20/2023,2022
F10,Real Estate,85858,80000,165858,03/20/2023,2022
F07,Securities & Investment,96198,61500,157698,03/20/2023,2022
F09,Insurance,9550,129500,139050,03/20/2023,2022
H04,Pharmaceuticals/Health Products,1250,110800,112050,03/20/2023,2022
E01,Oil & Gas,20600,82500,103100,03/20/2023,2022
K02,Lobbyists,97860,3000,100860,03/20/2023,2022
W06,Retired,91258,0,91258,03/20/2023,2022
K01,Lawyers/Law Firms,61700,29000,90700,03/20/2023,2022
