industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,4475564,189794,4665358,03/20/2023,2022
W06,Retired,2428024,0,2428024,03/20/2023,2022
F07,Securities & Investment,1554040,124300,1678340,03/20/2023,2022
W04,Education,1245604,0,1245604,03/20/2023,2022
F10,Real Estate,1081238,54000,1135238,03/20/2023,2022
H01,Health Professionals,893456,177950,1071406,03/20/2023,2022
K02,Lobbyists,797092,11436,808528,03/20/2023,2022
H04,Pharmaceuticals/Health Products,417948,359902,777850,03/20/2023,2022
Q02,Democratic/Liberal,646201,16709,662910,03/20/2023,2022
H02,Hospitals/Nursing Homes,448017,90535,538552,03/20/2023,2022
