industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,200889,106500,307389,03/20/2023,2022
F10,Real Estate,110635,63500,174135,03/20/2023,2022
F09,Insurance,550,150500,151050,03/20/2023,2022
K01,Lawyers/Law Firms,97040,36500,133540,03/20/2023,2022
Q05,Pro-Israel,113229,15000,128229,03/20/2023,2022
F03,Commercial Banks,4300,110000,114300,03/20/2023,2022
Q09,Human Rights,83252,16012,99264,03/20/2023,2022
K02,Lobbyists,94262,2000,96262,03/20/2023,2022
W06,Retired,71744,0,71744,03/20/2023,2022
H01,Health Professionals,65650,6000,71650,03/20/2023,2022
