industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,506000,261820,767820,03/20/2023,2022
F09,Insurance,103900,309500,413400,03/20/2023,2022
F03,Commercial Banks,146265,214200,360465,03/20/2023,2022
Q10,Misc Issues,200800,9275,210075,03/20/2023,2022
F10,Real Estate,67850,106900,174750,03/20/2023,2022
K02,Lobbyists,145400,0,145400,03/20/2023,2022
F13,Misc Finance,38100,89500,127600,03/20/2023,2022
B13,Internet,72550,29500,102050,03/20/2023,2022
F06,Finance/Credit Companies,5900,88500,94400,03/20/2023,2022
K01,Lawyers/Law Firms,43250,41000,84250,03/20/2023,2022
