industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,12563,93500,106063,03/20/2023,2022
F09,Insurance,3000,89750,92750,03/20/2023,2022
F10,Real Estate,11300,63500,74800,03/20/2023,2022
M02,Automotive,31750,40500,72250,03/20/2023,2022
E01,Oil & Gas,6950,60000,66950,03/20/2023,2022
H04,Pharmaceuticals/Health Products,8652,47500,56152,03/20/2023,2022
W06,Retired,49127,0,49127,03/20/2023,2022
K02,Lobbyists,39750,3500,43250,03/20/2023,2022
H03,Health Services/HMOs,5800,36500,42300,03/20/2023,2022
Q03,Leadership PACs,0,41400,41400,03/20/2023,2022
