industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,138100,116500,254600,03/20/2023,2022
F09,Insurance,58250,195000,253250,03/20/2023,2022
H01,Health Professionals,48626,141000,189626,03/20/2023,2022
H04,Pharmaceuticals/Health Products,10000,160400,170400,03/20/2023,2022
W06,Retired,163470,0,163470,03/20/2023,2022
F10,Real Estate,103725,59000,162725,03/20/2023,2022
K02,Lobbyists,151590,250,151840,03/20/2023,2022
K01,Lawyers/Law Firms,44150,58000,102150,03/20/2023,2022
M02,Automotive,24200,57990,82190,03/20/2023,2022
B09,Telecom Services,30000,47000,77000,03/20/2023,2022
