industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,369650,0,369650,03/20/2023,2022
W02,Non-Profit Institutions,108147,0,108147,03/20/2023,2022
B12,Electronics Mfg & Equip,93851,0,93851,03/20/2023,2022
F07,Securities & Investment,79975,0,79975,03/20/2023,2022
P03,Transportation Unions,12400,52000,64400,03/20/2023,2022
K01,Lawyers/Law Firms,50570,11000,61570,03/20/2023,2022
P04,Public Sector Unions,1500,59500,61000,03/20/2023,2022
H01,Health Professionals,56583,3500,60083,03/20/2023,2022
N05,Business Services,57243,1000,58243,03/20/2023,2022
B02,TV/Movies/Music,50166,4000,54166,03/20/2023,2022
