industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,330269,65500,395769,03/20/2023,2022
Q03,Leadership PACs,34075,323668,357743,03/20/2023,2022
W06,Retired,267670,0,267670,03/20/2023,2022
Q02,Democratic/Liberal,181542,82876,264418,03/20/2023,2022
K01,Lawyers/Law Firms,142114,62755,204869,03/20/2023,2022
F10,Real Estate,132866,66000,198866,03/20/2023,2022
H01,Health Professionals,90033,100000,190033,03/20/2023,2022
K02,Lobbyists,138155,1000,139155,03/20/2023,2022
Q16,Candidate Committees,0,128951,128951,03/20/2023,2022
N07,Casinos/Gambling,77735,44500,122235,03/20/2023,2022
