industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,165096,0,165096,03/20/2023,2022
Q03,Leadership PACs,0,46400,46400,03/20/2023,2022
F10,Real Estate,23350,5000,28350,03/20/2023,2022
Q01,Republican/Conservative,7500,12500,20000,03/20/2023,2022
H01,Health Professionals,7000,7500,14500,03/20/2023,2022
F07,Securities & Investment,14100,0,14100,03/20/2023,2022
Q16,Candidate Committees,0,12000,12000,03/20/2023,2022
E09,Environmental Svcs/Equipment,11600,0,11600,03/20/2023,2022
M01,Air Transport,11500,0,11500,03/20/2023,2022
Q05,Pro-Israel,6200,5000,11200,03/20/2023,2022
