industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,737855,0,737855,03/20/2023,2022
K01,Lawyers/Law Firms,131294,0,131294,03/20/2023,2022
W04,Education,103203,0,103203,03/20/2023,2022
Q02,Democratic/Liberal,70007,19725,89732,03/20/2023,2022
H01,Health Professionals,86310,0,86310,03/20/2023,2022
F07,Securities & Investment,85146,0,85146,03/20/2023,2022
B12,Electronics Mfg & Equip,79471,0,79471,03/20/2023,2022
Q03,Leadership PACs,0,69800,69800,03/20/2023,2022
F10,Real Estate,65320,0,65320,03/20/2023,2022
W03,Civil Servants/Public Officials,47340,0,47340,03/20/2023,2022
