industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,7700,97300,105000,03/20/2023,2022
Q03,Leadership PACs,0,48000,48000,03/20/2023,2022
H04,Pharmaceuticals/Health Products,6300,39500,45800,03/20/2023,2022
E08,Electric Utilities,6913,37500,44413,03/20/2023,2022
E01,Oil & Gas,2900,34500,37400,03/20/2023,2022
K02,Lobbyists,32737,0,32737,03/20/2023,2022
B09,Telecom Services,0,28500,28500,03/20/2023,2022
F10,Real Estate,16400,11000,27400,03/20/2023,2022
Q01,Republican/Conservative,14300,12000,26300,03/20/2023,2022
K01,Lawyers/Law Firms,12325,12000,24325,03/20/2023,2022
