industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,10708983,0,10708983,03/20/2023,2022
Q01,Republican/Conservative,1267912,60822,1328734,03/20/2023,2022
F07,Securities & Investment,1225565,12500,1238065,03/20/2023,2022
F10,Real Estate,1033244,38000,1071244,03/20/2023,2022
H01,Health Professionals,519971,22000,541971,03/20/2023,2022
Q03,Leadership PACs,0,489200,489200,03/20/2023,2022
N15,Misc Manufacturing & Distributing,442434,28500,470934,03/20/2023,2022
K01,Lawyers/Law Firms,426556,23500,450056,03/20/2023,2022
E01,Oil & Gas,272368,70500,342868,03/20/2023,2022
F09,Insurance,213709,73350,287059,03/20/2023,2022
