industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,346100,346100,03/20/2023,2022
K01,Lawyers/Law Firms,200598,79750,280348,03/20/2023,2022
D03,Misc Defense,136745,116000,252745,03/20/2023,2022
F07,Securities & Investment,144398,73000,217398,03/20/2023,2022
F10,Real Estate,123476,61000,184476,03/20/2023,2022
W06,Retired,178193,0,178193,03/20/2023,2022
K02,Lobbyists,155966,8000,163966,03/20/2023,2022
D02,Defense Electronics,59111,87500,146611,03/20/2023,2022
D01,Defense Aerospace,63901,72600,136501,03/20/2023,2022
F09,Insurance,32964,88300,121264,03/20/2023,2022
