industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1355398,0,1355398,03/20/2023,2022
K01,Lawyers/Law Firms,1042180,60650,1102830,03/20/2023,2022
F07,Securities & Investment,737106,11000,748106,03/20/2023,2022
W04,Education,708565,0,708565,03/20/2023,2022
Q02,Democratic/Liberal,644238,8000,652238,03/20/2023,2022
F10,Real Estate,542546,8500,551046,03/20/2023,2022
B02,TV/Movies/Music,403801,26000,429801,03/20/2023,2022
Q03,Leadership PACs,0,362100,362100,03/20/2023,2022
K02,Lobbyists,306934,10434,317368,03/20/2023,2022
H01,Health Professionals,276429,31500,307929,03/20/2023,2022
