industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,779728,0,779728,03/20/2023,2022
F07,Securities & Investment,387534,23900,411434,03/20/2023,2022
Q02,Democratic/Liberal,291115,104400,395515,03/20/2023,2022
Q03,Leadership PACs,51980,309445,361425,03/20/2023,2022
K01,Lawyers/Law Firms,311337,33000,344337,03/20/2023,2022
N07,Casinos/Gambling,276685,7500,284185,03/20/2023,2022
Q08,Women's Issues,211675,31500,243175,03/20/2023,2022
F10,Real Estate,151727,43500,195227,03/20/2023,2022
W04,Education,169403,0,169403,03/20/2023,2022
H01,Health Professionals,136502,30000,166502,03/20/2023,2022
