industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,648399,0,648399,03/20/2023,2022
F10,Real Estate,149390,10000,159390,03/20/2023,2022
Q01,Republican/Conservative,117188,12000,129188,03/20/2023,2022
Q03,Leadership PACs,0,75299,75299,03/20/2023,2022
H01,Health Professionals,64364,0,64364,03/20/2023,2022
K01,Lawyers/Law Firms,55083,0,55083,03/20/2023,2022
F13,Misc Finance,48655,0,48655,03/20/2023,2022
A01,Crop Production & Basic Processing,35150,2500,37650,03/20/2023,2022
F09,Insurance,26525,9500,36025,03/20/2023,2022
C03,Special Trade Contractors,34789,0,34789,03/20/2023,2022
