industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,4459616,163900,4623516,03/20/2023,2022
K01,Lawyers/Law Firms,2787761,264625,3052386,03/20/2023,2022
W06,Retired,2582045,0,2582045,03/20/2023,2022
F10,Real Estate,2215775,105000,2320775,03/20/2023,2022
B12,Electronics Mfg & Equip,809840,113800,923640,03/20/2023,2022
B02,TV/Movies/Music,795931,60200,856131,03/20/2023,2022
H01,Health Professionals,565623,249500,815123,03/20/2023,2022
K02,Lobbyists,761260,10000,771260,03/20/2023,2022
H02,Hospitals/Nursing Homes,567249,140500,707749,03/20/2023,2022
H03,Health Services/HMOs,557358,147300,704658,03/20/2023,2022
